Log #,Complaint #,Date,Address #,Street Name,Borough,District,Work Reported,Closed,Issued Violation?
6498,04-01-28-048,1/22/04,37-34,82nd Street,Qn,JH,Vertical sign at FYE store,1,0
6499,04-01-28-049,1/22/04,37-17,78th Street,Qn,JH,Areaway alterations,1,0
6500,04-01-28-050,1/22/04,37-19,78th Street,Qn,JH,Areaway alterations,1,0
6501,04-01-28-051,1/22/04,37-21,78th Street,Qn,JH,Areaway alterations,1,0
6502,04-01-28-052,1/22/04,37-25,78th Street,Qn,JH,Areaway alterations,1,0
6503,04-01-28-053,1/22/04,37-31,78th Street,Qn,JH,Areaway alterations,1,0
6504,04-01-28-054,1/22/04,37-39,78th Street,Qn,JH,Areaway alterations,1,0
6505,04-01-28-055,1/22/04,37-49,78th Street,Qn,JH,Areaway alterations,1,0
6506,04-01-28-056,1/22/04,37-51,78th Street,Qn,JH,Areaway alterations,1,0
6507,04-01-28-057,1/22/04,37-53,78th Street,Qn,JH,Areaway alterations,1,1
6508,04-01-28-058,1/22/04,37-55,78th Street,Qn,JH,Areaway alterations,1,1
6509,04-01-28-059,1/22/04,37-57,78th Street,Qn,JH,Areaway alterations,1,0
6510,04-01-28-060,1/23/04,217,MacDonough Street,Bn,SH,Unsafe building,1,1
6511,04-01-28-061,1/23/04,76,West 85th Street,Mn,UWS,Rooftop addition,1,1
6512,04-01-28-062,1/27/04,[233],Broadway,Mn,IL,Lack of public access to lobby,1,0
6514,04-01-28-064,1/26/04,142,West 10th Street,Mn,GV,Work; 21 Apr 04: paint removal,1,0
6515,04-01-28-065,1/26/04,71,Gansevoort Street,Mn,GANS,Sealed window openings being re-opened,1,1
6516,04-01-28-066,1/26/04,[86-15],Lefferts Boulevard,Qn,IL,"Disrepair, roof falling in",0,0
6517,04-01-28-067,1/24/04,15,East 15th Street,Mn,LM,Exterior vestibule,1,0
6518,04-01-28-068,1/21/04,194,Court Street,Bn,COB,Windows,1,1
6519,04-01-28-069,1/27/04,196,Court Street,Bn,COB,Windows,1,1
6520,04-01-28-070,1/27/04,198,Court Street,Bn,COB,Windows,1,1
6521,04-02-03-001,1/27/04,37-25,82nd Street,Qn,JH,Work,1,0
6522,04-02-03-002,1/28/04,336,Convent Avenue,Mn,HH,Windows,1,0
6523,04-02-03-003,1/21/04,429,Convent Avenue,Mn,HHSU,Windows,1,1
6524,04-02-03-004,1/26/04,187,9th Avenue,Mn,CHEL,Exhaust flue,1,1
6525,04-02-03-005,1/28/04,175,Degraw Street,Bn,COB,"Windows & façade work in noncompliance, stoop gate, iron-work, parlor floor door, stoop work",1,1
6526,04-02-03-006,1/29/04,130,Bowery,Mn,IL,Satellite dish; 12 Apr 04: signage,1,1
6527,04-02-03-007,,346,West 22nd Street,Mn,CHE2,Iron-work at roof; 19 Feb 04: deck & railings,1,1
6528,04-02-03-008,1/29/04,35-50,84th Street,Qn,JH,"Fence installed, garden area reduced",1,0
6529,04-02-03-009,2/2/04,43 - 45,Howard Street,Mn,SOHO,Fence,1,0
6530,04-02-03-010,2/3/04,344,Carlton Avenue,Bn,FG,Basement windows,1,1
6531,04-02-03-011,2/3/04,44,9th Avenue,Mn,GANS,Possible new shopfront; 5 Mar 04: façade work,1,0
6532,04-02-03-012,2/3/04,639 1/2,Hudson Street,Mn,GANS,Possible new shopfront,1,1
6533,04-02-03-013,2/3/04,105 - 107,Horatio Street,Mn,GANS,Work at cornice/parapet,1,1
6534,04-02-06-014,2/4/04,149,Lincoln Place,Bn,PS,Lincoln Plaza Hotel interior alts. & canopy removal,1,0
6535,04-02-06-015,2/4/04,860,Park Avenue,Mn,UES,7th floor western secondary façade tilt & turn windows,1,0
6536,04-02-06-016,1/30/04,462,Broadway,Mn,SOHO,Windows,1,0
6537,04-02-06-017,2/4/04,370,Bleecker Street,Mn,GV,Water cooler at roof,1,0
6538,04-02-06-018,2/5/04,353,6th Avenue,Mn,GV,"Shopfront removal, awning",1,1
6539,04-02-06-019,2/5/04,147,Montague Street,Bn,BH,Windows,1,1
6540,04-02-06-020,2/6/04,565,55th Street,Bn,NOT DESIGNATED,Garage work,1,0
6541,04-02-13-021,2/9/04,2401,Grand Concourse,Bx,IL,Interior alterations,1,0
6542,04-02-13-022,2/10/04,101,Charles Street,Mn,GV,Antenna,1,0
6543,04-02-13-023,2/10/04,470,6th Avenue,Mn,GV,Chat N Chew light box,1,1
6544,04-02-13-024,2/10/04,438,Grand Avenue,Bn,CLIN,Re-siding,1,1
6545,04-02-13-025,2/9/04,15,Gramercy Park South,Mn,GPK,Vestibule,1,1
6546,04-02-13-026,2/10/04,321,Canal Street,Mn,SOHO,Removal of part of shopfront; 11 Feb 04: lighting,1,1
6547,04-02-13-027,2/11/04,92,Greene Street,Mn,SOHO,Balconies at rear,1,0
6548,04-02-13-028,2/11/04,385,Broadway,Mn,TRIE,Door,1,1
6549,04-02-13-029,2/11/04,54,Hicks Street,Bn,BH,Entrance alts.,1,1
6550,04-02-13-030,2/11/04,168,Washington Park,Bn,FG,"4th floor windows, security grilles",1,1
6551,04-02-13-031,2/11/04,960,Fifth Avenue,Mn,UES,Security camera at 1st floor corner,1,1
6552,04-02-13-032,2/11/04,50,West 23rd Street,Mn,LM,Flagpoles & banners,1,1
6553,04-02-13-033,2/10/04,103,Charles Street,Mn,GV,Antennas,1,0
6554,04-02-13-034,2/10/04,105,Charles Street,Mn,GV,Antennas,1,0
6555,04-02-13-035,6/13/02,30,East 76th Street,Mn,UES,Casrlyle Photo signage; 11 Feb 04: greenhouse at apartment 15A/B,1,1
6556,04-02-13-036,2/12/04,388,6th Avenue,Mn,GV,Signage & neon,1,0
6557,04-02-13-037,2/12/04,[460 - 476],Fifth Avenue,Mn,IL,Billboards at sidewalk; 23 Mar 04: Ben & Jerry's sign at north kiosk; 23 Mar 04: Ben & Jerry's sign,1,0
6558,04-02-13-038,2/12/04,64,Hicks Street,Bn,BH,Windows,1,1
6559,04-02-13-039,2/13/04,103,West 75th Street,Mn,UWS,Painting,1,1
6560,04-02-13-040,2/12/04,201,East 16th Street,Mn,SSQ,Verizon phone,1,0
6561,04-02-13-041,2/13/04,4405,Waldo Avenue,Bx,NOT DESIGNATED,Windows removed,1,0
6562,04-02-13-042,2/13/04,,"3rd Street, SW corner",Bn,PS,Fence at tree pit,1,0
6563,04-02-20-043,2/15/04,5,King Street,Mn,CKV,Banner,1,0
6564,04-02-20-044,2/17/04,[122],East 42nd Street,Mn,IL,Bricks at corner of Chanin bldg.,1,0
6565,04-02-20-045,2/17/04,12,Gramercy Park,Mn,GPK,Door damaged,1,0
6566,04-02-20-046,2/17/04,57-14,Catalpa Avenue,Qn,NOT DESIGNATED,Interior alts.,1,0
6567,04-02-20-047,2/18/04,188,MacDonough Street,Bn,SH,Windows,1,1
6568,04-02-20-048,2/18/04,190,MacDonough Street,Bn,SH,"Windows, painting",1,1
6569,04-02-20-049,2/18/04,192,MacDonough Street,Bn,SH,Windows,1,1
6570,04-02-20-050,2/18/04,172 or 176,Marlborough Road,Bn,PPS,"Steps, siding",1,1
6571,04-02-20-051,2/19/04,370,Park Avenue,Mn,IL,Noncomplaint patch antennas,1,0
6572,04-02-20-052,2/19/04,180,West 81st Street,Mn,UWS,Exhaust vent,1,1
6573,04-02-20-053,2/12/04,,Clermont Avenue,Bn,FG,Windows & sidewalk work,1,0
6574,04-02-27-054,2/20/04,407,West 145th Street,Mn,HHSU,"Gut rehab, windows removed",1,0
6575,04-02-27-055,2/23/04,546 - 548,Broadway,Mn,SOHO,Scaffolding at roof to build a penthouse,1,0
6576,04-02-27-056,2/23/04,54,West 22nd Street,Mn,LM,"Door, flagpole; 6 Apr 04: shopfront, infill (transom) replaced",1,1
6577,04-02-27-057,2/23/04,466,West 144th Street,Mn,HH,Slate falling,1,0
6578,04-02-27-058,2/22/04,213,Cumberland Street,Bn,FG,"Curb cut, house number, entrance gate; 17 Mar 04: fence cut",1,1
6579,04-02-27-059,2/25/04,1198,Pacific Street,Bn,IL,Disrepair,1,0
6580,04-02-27-060,2/19/04,101,7th Avenue South,Mn,GV,Interior & exterior work,1,1
6581,04-03-05-001,2/26/04,24,West 75th Street,Mn,UWS,Poor façade work,1,1
6582,04-03-05-002,2/26/04,9,West 73rd Street,Mn,UWS,Poor façade work,1,1
6583,04-03-05-003,2/27/04,425,Clermont Avenue,Bn,FG,Windows,1,1
6584,04-03-05-004,3/1/04,16 - 18,Charles Street,Mn,GV,Sidewalk alts.; Windows; 8/17/04: grilles on rear windows.,1,0
6585,04-03-05-005,3/1/04,551,Hudson Street,Mn,GV,Awning,1,1
6586,04-03-05-006,3/2/04,114,West 13th Street,Mn,GV,Areaway curb removed & raised,1,0
6587,04-03-05-007,3/2/04,495,Broadway,Mn,SOHO,"Shopfront boarded up, interior alts.",1,0
6588,04-03-05-008,3/2/04,147,Columbia Heights,Bn,BH,Sidewalk work,1,0
6589,04-03-05-009,3/2/04,48 - 50,West 9th Street,Mn,GV,1st floor windows white,1,0
6590,04-03-05-010,3/3/04,[1880],Amsterdam Avenue,Mn,NOT DESIGNATED,Gate replaced at cemetery,1,0
6591,04-03-05-011,2/26/04,121,Gates Avenue,Bn,CLIN,Windows,1,1
6592,04-03-05-012,2/26/04,59,East 79th Street,Mn,IL,Intercom & signage,1,0
6593,04-03-05-013,2/26/04,306,West 77th Street,Mn,WEC,Failure to maintain,1,0
6594,04-03-05-014,3/5/04,19 - 21,Greene Street,Mn,SOHO,Cut panels in doors & bulkheads & installed glass,1,1
6595,04-03-05-015,3/5/04,31,Greene Street,Mn,SOHO,Shopfronts,1,0
6596,04-03-12-016,3/7/04,321 - 325,East 73rd Street,Mn,IL,Structure at roof,1,0
6597,04-03-12-017,3/6/04,26,East 81st Street,Mn,NOT DESIGNATED,Adding four floors,1,0
6598,04-03-12-018,3/8/04,7,Little Neck Road,Qn,NOT DESIGNATED,"Work, including windows",1,0
6599,04-03-12-019,3/8/04,48,St. Mark's Place,SI,SG,"Wall at rear, deck",1,0
6600,04-03-12-020,3/8/04,343,West 22nd Street,Mn,CHE2,Deck/work at roof; 19 Mar 04: fence at roof,1,0
6601,04-03-12-021,3/9/04,[65 - 69],Bleecker Street,Mn,IL,Interior alts. at the Bayard building,1,0
6602,04-03-12-022,3/9/04,177 - 179,Hudson Street,Mn,TRIN,Pay telephone,1,0
6603,04-03-12-023,3/10/04,31 - 33,East 4th Street,Mn,NOT DESIGNATED,Builidng being destroyed,1,0
6604,04-03-12-024,3/10/04,105,Christopher Street,Mn,GV,Shopfront demolition,1,1
6605,04-03-12-025,3/11/04,149,Kane Street,Bn,COB,"Building neglected, parts falling off façade & roof",1,0
6606,04-03-19-026,3/12/04,30,East 18th Street,Mn,LM,Bracket sign,1,1
6607,04-03-19-027,3/12/04,2002,Fifth Avenue,Mn,NOT DESIGNATED,Building demolished,1,0
6608,04-03-19-028,3/17/03,353,Washington Avenue,Bn,CLIN,Windows replaced,1,1
6609,04-03-19-029,3/16/04,2,Bethune Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6610,04-03-19-030,3/16/04,8,Bethune Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6611,04-03-19-031,3/16/04,3 - 5,Horatio Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6612,04-03-19-032,3/16/04,71 - 75,Horatio Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6613,04-03-19-033,3/16/04,79,Horatio Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6614,04-03-19-034,3/16/04,5,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6615,04-03-19-035,3/16/04,8,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6745,04-04-23-075,4/20/04,54,Warren Street,Mn,TRSE,Windows,1,1
6616,04-03-19-036,3/16/04,16,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6617,04-03-19-037,3/16/04,20,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6618,04-03-19-038,3/16/04,26,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6619,04-03-19-039,3/16/04,32,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6620,04-03-19-040,3/16/04,34,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6621,04-03-19-041,3/16/04,51,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6622,04-03-19-042,3/16/04,53,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6623,04-03-19-043,3/16/04,58,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6624,04-03-19-044,3/16/04,61,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6625,04-03-19-045,3/16/04,77,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6626,04-03-19-046,3/16/04,79,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6627,04-03-19-047,3/16/04,82,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6628,04-03-19-048,3/16/04,86,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6629,04-03-19-049,3/16/04,88,Jane Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6630,04-03-19-050,3/16/04,324 - 326,West 4th Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6631,04-03-19-051,3/16/04,328,West 4th Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6632,04-03-19-052,3/16/04,235,West 12th Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6633,04-03-19-053,3/16/04,243,West 12th Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6634,04-03-19-054,3/16/04,250,West 12th Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6635,04-03-19-055,3/16/04,260,West 12th Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6636,04-03-19-056,3/16/04,328,West 12th Street,Mn,GV,Garbage can(s)/enclosure(s),1,1
6637,04-03-19-057,3/16/04,335,West 12th Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6638,04-03-19-058,3/16/04,337,West 12th Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6639,04-03-19-059,3/16/04,339,West 12th Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6640,04-03-19-060,3/16/04,357 - 359,West 12th Street,Mn,GV,Garbage can(s)/enclosure(s),1,0
6641,04-03-19-061,3/16/04,73 - 75,Christopher Street,Mn,GV,"Shopfront, banners, flagpoles",1,1
6642,04-03-19-062,3/17/04,476,Washington Avenue,Bn,CLIN,Possible cornice removal,1,0
6643,04-03-19-063,3/18/04,600,Broadway,Mn,SOHO,Cosmetic work,1,0
6644,04-03-19-064,3/19/04,107,Christopher Street,Mn,GV,Interior alterations,1,1
6645,04-03-26-065,3/22/04,570,Hudson Street,Mn,GV,Light fixtures,1,1
6646,04-03-26-066,3/22/04,[404],6th Avenue,Mn,GV,Yellow paint,1,1
6647,04-03-26-067,3/23/04,[400 - 408],Amsterdam Avenue,Mn,UWS,Shopfront,1,0
6648,04-03-26-068,3/23/04,1001,Fifth Avenue,Mn,MET,"21st, 22nd & 25th floor windows",1,1
6649,04-03-26-069,3/23/04,37,West 74th Street,Mn,UWS,Chiseling away at stoop,1,0
6650,04-03-26-070,3/23/04,321,Canal Street,Mn,SOHO,Windows,1,1
6651,04-03-26-071,3/24/04,112,East 10th Street,Mn,SMA,Basement entrance chopped off,1,0
6652,04-03-26-072,3/23/04,373,6th Avenue,Mn,GV,"White paint, sign",1,1
6653,04-03-26-073,3/24/04,125,West 72nd Street,Mn,UWS,Sign & bracket,1,1
6654,04-03-26-074,3/24/04,190 - 198,Columbus Avenue,Mn,UWS,"Shopfront (L'Occitane); 4 May 04: Sprint signage, possibly shopfront alts.",1,1
6655,04-03-26-075,3/25/04,19,East 74th Street,Mn,UES,Awnings,1,1
6656,04-03-26-076,3/25/04,620,Broadway,Mn,NOHO,Crack,1,0
6657,04-03-26-077,3/25/04,27,Barrow Street,Mn,GV,Signage at 1st floor,1,1
6658,04-03-26-078,3/23/04,387,6th Avenue,Mn,GV,"Shopfront, signage",1,0
6659,04-03-26-079,3/23/04,389,6th Avenue,Mn,GV,"Shopfront, signage, 2nd floor windows",1,0
6660,04-03-26-080,3/22/04,100,Clark Street,Bn,BH,"Façade disrepair, yellow waterproofing",1,0
6661,04-03-26-081,3/26/04,20,Henry Street,Bn,BH,Work in courtyard,1,0
6662,04-03-26-082,3/26/04,132,East 36th Street,Mn,MURHE,Painting,1,1
6663,04-03-31-083,3/29/04,64,Mercer Street,Mn,SOHO,Sign,1,1
6664,04-03-31-084,3/29/04,375,Canal Street,Mn,SOHO,Roll-gates,1,1
6665,04-03-31-085,3/29/04,[173],West 81st Street,Mn,UWS,Neon,1,0
6666,04-03-31-086,3/30/04,2,East 55th Street,Mn,IL,Antennas,1,1
6667,04-03-31-087,3/30/04,37-23,82nd Street,Qn,JH,Stone façade at Payless Shopfront,1,0
6668,04-03-31-088,3/30/04,372,Fulton Street,Bn,IL,TGIF sign; 1 Apr 04: tables & chairs removed,1,1
6669,04-03-31-089,3/30/04,,Patchin Place,Mn,GV,Sign on gate,1,0
6670,04-03-31-090,3/30/04,[312 - 316],East 88th Street,Mn,IL,"Neglected, unkept grounds",1,0
6671,04-04-02-001,3/31/04,464,6th Avenue,Mn,GV,Rope of lights at sign,1,1
6672,04-04-02-002,4/1/04,506,Canal Street,Mn,IL,"Signage; 23 Apr 03: interior alts.; façade work, including painting; 12 May 04: stoop",1,1
6673,04-04-02-003,4/1/04,106,Noble Street,Bn,GP,Roll-gate,1,0
6674,04-04-02-004,4/2/04,35-23,83rd Street,Qn,JH,Paving over green space at rear,1,0
6675,04-04-02-005,4/2/04,76 - 108,Gansevoort Street,Mn,GANS,Cornice work,1,0
6676,04-04-09-006,4/5/04,5,9th Avenue,Mn,GANS,"Façade work, windows, door",1,1
6677,04-04-09-007,4/3/04,365,Bleecker Street,Mn,GV,4x7 cut through rear façade; 21 Apr 04: exterior wall & roof; 26? Apr 04: interior work,1,0
6678,04-04-09-008,4/5/04,17,East 79th Street,Mn,MET,Security cameras at the Mayor's residence,1,0
6679,04-04-09-009,4/5/04,42,West 96th Street,Mn,UWS,Handrails at main entrance & basement entrance,1,1
6680,04-04-09-010,4/5/04,73,West 11th Street,Mn,GV,Faux brick exterior,1,0
6681,04-04-09-011,4/6/04,95,Fifth Avenue,Mn,LM,Construction at rooftop,1,0
6682,04-04-09-012,4/6/04,87,Chambers Street,Mn,TRIS,Interior partition against window,1,0
6683,04-04-09-013,4/6/04,465,6th Avenue,Mn,GV,"Awnings changed, awnings added",1,0
6684,04-04-09-014,4/6/04,520,West End Avenue,Mn,IL,Sign,1,0
6685,04-04-09-015,4/7/04,100,Fifth Avenue,Mn,LM,Shopfront,1,0
6686,04-04-09-016,4/8/04,46,Mercer Street,Mn,SOHO,Flagpole(s)/signs,1,0
6687,04-04-09-017,4/8/04,48,Mercer Street,Mn,SOHO,Flagpole(s)/signs,1,0
6688,04-04-09-018,4/8/04,55,Mercer Street,Mn,SOHO,Flagpole & banner,1,1
6689,04-04-09-019,4/8/04,56,Westervelt Avenue,SI,SG,"Boulders, installation of paving blocks on driveway and sidewalk",1,1
6690,04-04-09-020,4/9/04,94,Charles Street,Mn,GV,Large shed or addition at rear,1,1
6691,04-04-09-021,4/9/04,359 - 361,Bleecker Street,Mn,GV,Rear addition,1,1
6692,04-04-09-022,4/9/04,129 - 131,Montague Street,Bn,BH,Chopping a hole in a terra cotta parapet,1,1
6693,04-04-09-023,4/9/04,61 - 77,Hicks Street,Bn,BH,Signage at sidewall,1,0
6694,04-04-09-024,4/7/04,185,Bergen Street,Bn,BOE,Windows,1,1
6695,04-04-09-025,4/7/04,183,Bergen Street,Bn,BOE,Windows,1,1
6696,04-04-09-026,4/7/04,181,Bergen Street,Bn,BOE,Windows,1,1
6697,04-04-09-027,4/7/04,171,Bergen Street,Bn,BOE,Windows,1,1
6698,04-04-09-028,4/7/04,161,Bergen Street,Bn,BOE,Windows,1,1
6699,04-04-09-029,4/7/04,157,Bergen Street,Bn,BOE,Windows,1,0
6700,04-04-09-030,4/7/04,155,Bergen Street,Bn,BOE,Windows,1,0
6701,04-04-09-031,4/7/04,146,Bergen Street,Bn,BOE,Windows,1,1
6702,04-04-09-032,4/7/04,150,Bergen Street,Bn,BOE,Windows,1,1
6703,04-04-09-033,4/7/04,174,Bergen Street,Bn,BOE,Windows,1,0
6704,04-04-09-034,4/7/04,176,Bergen Street,Bn,BOE,Windows,1,1
6705,04-04-09-035,4/7/04,180,Bergen Street,Bn,BOE,Windows,1,1
6706,04-04-09-036,4/7/04,186,Bergen Street,Bn,BOE,Windows,1,0
6707,04-04-09-037,4/7/04,190,Bergen Street,Bn,BOE,Windows,1,0
6708,04-04-09-038,4/7/04,,Pier A,Mn,IL,Signage on scaffolding,1,0
6709,04-04-09-039,4/5/04,817,Fifth Avenue,Mn,UES,Security camera,1,0
6710,04-04-09-040,4/5/04,854,Fifth Avenue,Mn,IL,Security camera (Yugoslav Delegation),1,0
6711,04-04-09-041,4/6/04,926,Fifth Avenue,Mn,UES,Security camera,1,0
6712,04-04-09-042,4/6/04,923,Fifth Avenue,Mn,UES,Security camera,1,1
6713,04-04-09-043,4/6/04,927,Fifth Avenue,Mn,UES,Security camera,1,1
6714,04-04-16-044,4/12/04,[504],Broadway,Mn,SOHO,Chalk sidewalk advertisements throughout SOHO for Bloomingdales,1,0
6715,04-04-16-045,4/12/04,165,Marlborough Road,Bn,PPS,"Windows, garage work, façade work",1,1
6716,04-04-16-046,4/12/04,3531,Richmond Road,SI,IL,"Painted, removed shutters, chimney work, secondary structure demolition, removal of roof",1,1
6717,04-04-16-047,4/12/04,118,Gates Avenue,Bn,CLIN,Windows,1,0
6718,04-04-16-048,4/12/04,340,Bleecker Street,Mn,GV,Platform; 7 May 04: sidewalk café,1,1
6719,04-04-16-049,4/9/04,71,Gansevoort Street,Mn,GANS,Lintels rebuilt,1,0
6720,04-04-16-050,4/12/04,484,Henry Street,Bn,COB,"Bricks being removed, repointing, removal of porch",1,1
6721,04-04-16-051,4/12/04,29,West 21st Street,Mn,LM,"Altering shopfront, changing paint color",1,1
6722,04-04-16-052,4/12/04,487,Henry Street,Bn,COB,Scaffolding & façade work,1,0
6723,04-04-16-053,4/13/04,415,Clermont Avenue,Bn,FG,Windows,1,0
6724,04-04-16-054,4/13/04,429,Clermont Avenue,Bn,FG,Windows,1,0
6725,04-04-16-055,4/13/04,434,Clermont Avenue,Bn,FG,Windows,1,1
6726,04-04-16-056,3/25/04,181,9th Avenue,Mn,CHEL,"Aluminum covering façade, door, window opening bricked in, façade work, fence, razor wire",1,0
6727,04-04-16-057,4/13/04,378,Bleecker Street,Mn,GV,Roll-gates,1,1
6728,04-04-16-058,4/13/04,,Crosby Street,Mn,SOHO,Street work by Con Edison & possibly other companies,1,0
6729,04-04-16-059,4/14/04,16,West 21st Street,Mn,LM,Converting shopfront into a restaurant,1,0
6730,04-04-16-060,4/15/04,35 - 37,East 63rd Street,Mn,UES,Rear wall construction,1,1
6731,04-04-16-061,4/16/04,196,Court Street,Bn,COB,Signage,1,1
6732,04-04-16-062,4/16/04,4,East 54th Street,Mn,IL,"Door replaced, windows enlarged, fence altered",1,1
6733,04-04-16-063,4/16/04,209,East 62nd Street,Mn,TF,Addition,1,1
6734,04-04-23-064,4/19/04,146 or 148,Sterling Street,Bn,PLG,Boarded up,1,1
6735,04-04-23-065,4/19/04,112,Mercer Street,Mn,SOHO,"Paint removal, using caustic chemicals; 6 May 04: sidewalk shed",1,0
6736,04-04-23-066,4/19/04,21 - 33,7th Avenue,Mn,GV,"Lighting at 27 (Blimpies), roll-gates at 29 & 31",1,1
6737,04-04-23-067,4/16/04,712,Broadway,Mn,NOHO,"Light box sign, poles with banners",1,1
6738,04-04-23-068,4/20/04,50,Hicks Street,Bn,BH,Transoms at shopfront removed?,1,1
6739,04-04-23-069,4/19/04,[200],Eastern Parkway,Bn,IL,Alterations to front entrance,1,0
6740,04-04-23-070,4/20/04,29 - 35,9th Avenue,Mn,GANS,Canopies,1,1
6741,04-04-23-071,4/20/04,5,9th Avenue,Mn,GANS,"Windows, façade work, iron-work, door surround",1,1
6742,04-04-23-072,4/20/04,5,Little West 12th Street,Mn,GANS,Shopfront infill,1,0
6743,04-04-23-073,4/20/04,49,Warren Street,Mn,TRSE,Windows,1,1
6744,04-04-23-074,4/20/04,51,Warren Street,Mn,TRSE,Windows,1,1
6746,04-04-23-076,4/21/04,259,West 4th Street,Mn,GV,Metal fence bolted to sidewalk,1,1
6747,04-04-23-077,4/21/04,72,Joralemon Street,Bn,BH,"Tool shed, tree pit alts.",1,0
6748,04-04-23-078,4/21/04,156,Willoughby Avenue,Bn,CLIN,Façade work,1,0
6749,04-04-23-079,4/21/04,316 - 318,Bowery,Mn,NOHO,"Façade repairs, brick work, roof work",1,0
6750,04-04-23-080,4/22/04,39,East 19th Street,Mn,LM,Shopfront alts.,1,1
6751,04-04-23-081,4/22/04,55,Fifth Avenue,Mn,NOT DESIGNATED,Flagpoles,1,0
6752,04-04-23-082,4/22/04,133,Fifth Avenue,Mn,LM,Banner signs,1,1
6753,04-04-23-083,4/23/04,124,East 92nd Street,Mn,CARE,Patio at rear,1,0
6754,04-04-23-084,4/23/04,28,Water Street,Mn,FTB,Blimpie's awning,1,1
6755,04-04-30-085,4/27/04,625,West End Avenue,Mn,RWE,Windows,1,0
6756,04-04-30-086,4/27/04,281,Park Avenue South,Mn,IL,"Storefront work, aluminum door & surrounds",1,0
6757,04-04-30-087,4/28/04,1260 - 1268 Broadway,Broadway,Mn,IL,Shopfront bulkhead replacement,1,1
6758,04-04-30-088,4/26/04,20,West 74th Street,Mn,UWS,Roll-down gates,1,0
6759,04-04-30-089,4/26/04,22,West 74th Street,Mn,UWS,Roll-down gates,1,0
6760,04-04-30-090,4/26/04,24,West 74th Street,Mn,UWS,Roll-down gates,1,0
6761,04-05-04-001,4/28/04,,122nd Street,Qn,NOT DESIGNATED,Consturction around a bldg. in College Point,1,0
6762,04-05-04-002,4/28/04,22,Greenwich Avenue,Mn,GV,"Roll-gates, awning",1,1
6763,04-05-04-003,4/28/04,210,East 93rd Street,Mn,NOT DESIGNATED,A/C cut into wall,1,0
6764,04-05-04-004,4/30/04,,Centre Street,Mn,NOT DESIGNATED,Pace Bldg. cooling tower,1,0
6765,04-05-04-005,4/28/04,54,West 22nd Street,Mn,LM,"Entrance alts., painting",1,1
6766,04-05-04-006,5/1/04,481,Broadway,Mn,SOHO,Painted shopfront,1,1
